id,walk_m,straight_line_m,routing_penalty_m,routing_method
08f489562c40cc9e031a6145e6b8090b,17.6,23.16,0.0,osrm
08f26c80d819c9560334d52669860a72,642.1,22.18,619.92,osrm
08f279b03339454003cf217e4fa63784,0.2,18.76,0.0,osrm
08f2621b717ad2d103c3bf4d4cfc73c9,2.9,18.67,0.0,osrm
08f44a13b1554d5203539312db41f121,13.9,27.37,0.0,osrm
08f2a8a49090ec5d031c3f8ecab7449f,19.6,20.95,0.0,osrm
08f2830828c350c5035558518dd31dfd,0.0,26.81,0.0,osrm
08f48e854563625603ca7625b331449e,32.5,25.79,6.71,osrm
08f29a41a52b51350394dd4a841384bf,34.9,25.66,9.24,osrm
08f266ddac22bad803f4cb082276e7ef,13.0,29.79,0.0,osrm
08f28d5c1ca5ac8e03a76327e1c6c641,26.0,17.79,8.21,osrm
08f44cc51154ab0603168d49b5cad61e,1073.4,28.03,1045.37,osrm
08f268c6e426b2ec03481f4dbbc3f221,20.6,20.63,0.0,osrm
08f28d58e183371503fa920aa1366978,26.0,17.98,8.02,osrm
08f29ad198950d22031f5de0927e05d3,3.0,21.37,0.0,osrm
08f269c11c61e80e034c2181f14ab957,12.2,23.66,0.0,osrm
08f44a11198c2d5003a0f5df3291c81b,23.2,23.85,0.0,osrm
08f28f015eb48c86033c3b1d24c471fb,8.6,18.57,0.0,osrm
08f2a91b84225d86038298dd6585fbb4,7.4,20.28,0.0,osrm
08f44ac0460b5d2003d7add03232a378,41.3,23.65,17.65,osrm
